continent;iso_code;location;Longitude;Latitude;date;total_cases;new_cases;total_deaths;new_deaths;total_tests;new_tests;positives;negatives;realized;not_confirmed;Active_cases;Recovered;Confirmed;hospitalized;population;gdp_per_capita;Nombre;descripcion;url;nombre;descripcion;url ;median_age;aged_65_older;aged_70_older
Europe;BEL;Belgium;4.0000000;50.8333000;13/03/2020;399;85;3;0;9482;2120;;;;;555;1;559;266;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-625;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;14/03/2020;559;160;3;0;11200;1718;;;;;684;1;689;636;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-626;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;15/03/2020;689;130;4;1;12238;1038;;;;;881;1;886;1133;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-627;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;16/03/2020;886;197;4;0;13683;1445;;;;;1047;1;1058;1517;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-628;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;17/03/2020;1085;199;5;1;15465;1782;;;;;1219;1;1243;1991;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-629;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;18/03/2020;1243;158;5;0;17553;2088;;;;;1441;1;1486;2595;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-630;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;19/03/2020;1486;243;14;9;20072;2519;;;;;1609;1;1795;3329;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-631;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;20/03/2020;1795;309;21;7;22533;2461;;;;;2016;31;2257;4131;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-632;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;21/03/2020;2257;462;37;16;24293;1760;;;;;2485;1;2815;4913;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-633;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;22/03/2020;2815;558;67;30;25373;1080;;;;;3063;263;3401;5669;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-634;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;23/03/2020;3401;586;75;8;27820;2447;;;;;3254;263;3743;6744;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-635;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;24/03/2020;3743;342;88;13;30793;2973;;;;;3686;263;4269;7938;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-636;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;25/03/2020;4269;526;122;34;34051;3258;;;;;4212;461;4937;9448;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-637;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;26/03/2020;4937;668;178;56;37188;3137;;;;;5340;547;6235;10816;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-638;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;27/03/2020;6235;1298;220;42;40870;3682;;;;;6137;858;7284;12219;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-639;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;28/03/2020;7284;1049;289;69;43791;2921;;;;;7718;1053;9134;13466;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-640;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;29/03/2020;9134;1850;353;64;45622;1831;;;;;9046;1359;10836;14366;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-641;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;30/03/2020;10836;1702;431;78;48634;3012;;;;;9859;1527;11899;15106;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-642;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;31/03/2020;11899;1063;513;82;53245;4611;;;;;10374;1696;12775;15592;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-643;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;01/04/2020;12775;876;705;192;57304;4059;;;;;1104;2132;13964;16116;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-644;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;02/04/2020;13964;1189;828;123;61509;4205;;;;;11842;2495;15348;16427;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-645;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;03/04/2020;15348;1384;1011;183;65993;4484;;;;;12755;2872;16770;16664;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-646;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;04/04/2020;16770;1422;1143;132;69713;3720;;;;;13901;3247;18431;16910;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-647;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;05/04/2020;18431;1661;1283;140;71984;2271;;;;;14493;3751;19691;17094;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-648;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;06/04/2020;19691;1260;1447;164;75768;3784;;;;;15196;3986;20814;17090;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-649;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;07/04/2020;20814;1123;1632;185;80785;5017;;;;;16002;4157;22194;16967;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-650;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;08/04/2020;22194;1380;2035;403;85875;5090;;;;;16482;4681;23403;16915;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-651;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;09/04/2020;23403;1209;2240;205;90982;5107;;;;;17296;5164;24983;16736;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-652;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;10/04/2020;24983;1580;2523;283;96632;5650;;;;;18080;5568;26667;16541;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-653;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;11/04/2020;26667;1684;3019;496;102422;5790;;;;;18686;5986;28018;16432;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-654;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;12/04/2020;28018;1351;3346;327;107962;5540;;;;;19584;6463;29647;16527;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-655;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;13/04/2020;29647;1629;3600;254;113127;5165;;;;;19979;6107;30589;16417;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-656;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;14/04/2020;30589;942;3903;303;118661;5534;;;;;20094;6868;31119;16044;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-657;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;15/04/2020;31119;530;4157;254;125724;7063;;;;;22026;7107;33573;15600;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-658;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;16/04/2020;33573;2454;4440;283;132445;6721;;;;;22390;7563;34809;15161;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-659;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;17/04/2020;34809;1236;4857;417;140368;7923;;;;;23014;8348;36138;14920;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-660;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;18/04/2020;36138;1329;5163;306;148229;7861;;;;;23382;8348;37183;14828;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-661;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;19/04/2020;37183;1045;5453;290;153807;5578;;;;;24056;8757;38496;14701;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-662;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;20/04/2020;38496;1313;5683;230;162450;8643;;;;;25260;8895;39983;14288;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-663;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;21/04/2020;39983;1487;5828;145;169434;6984;;;;;25956;9002;40956;13647;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-664;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;22/04/2020;40956;973;5998;170;181744;12310;;;;;26194;9433;41889;13077;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-665;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;23/04/2020;41889;933;6262;264;195198;13454;;;;;26507;9800;42797;12507;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-666;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;24/04/2020;42797;908;6490;228;210432;15234;;;;;27492;10122;44293;12120;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-667;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;25/04/2020;44293;1496;6679;189;224621;14189;;;;;27991;10417;45325;11901;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-668;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;26/04/2020;45325;1032;6917;238;236515;11894;;;;;28255;10785;46134;11677;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-669;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;27/04/2020;46134;809;7094;177;251086;14571;;;;;28602;10878;46687;11318;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-670;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;28/04/2020;46687;553;7207;113;267648;16562;;;;;29060;10943;47334;10728;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-671;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;29/04/2020;47334;647;7331;124;287126;19478;;;;;29075;11283;47859;10104;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-672;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;30/04/2020;47859;525;7501;170;308435;21309;;;;;29349;11576;48519;9575;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-673;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;01/05/2020;48519;660;7594;93;329735;21300;;;;;29437;11892;49032;9233;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-674;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;02/05/2020;49032;513;7703;109;344436;14701;;;;;29541;12211;49517;9206;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-675;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;03/05/2020;49517;485;7765;62;356391;11955;;;;;29753;12309;49906;8994;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-676;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;04/05/2020;49906;389;7844;79;376936;20545;;;;;29965;12378;50267;8649;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-677;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;05/05/2020;50267;361;7924;80;394373;17437;;;;;30052;12441;50509;8122;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-678;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
Europe;BEL;Belgium;4.0000000;50.8333000;06/05/2020;50509;242;8016;92;411595;17222;;;;;29711;12731;50781;7635;11589616;42658576;Our World Data; Información sobre casos confirmados, muertes y pruebas, así como otras variables de interés potencial;https://ourworldindata.org/coronavirus;CSSEGISandData/COVID-679;Información sobre datos de casos confirmados de COVID-19 en paises Europeos;https://github.com/CSSEGISandData/COVID-19/blob/master/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv;41,8;18,571;12,849
